id   sex   Y.trait
281   1   2.68165720799096
282   1   1.28652044959397
283   0   3.75787705253005
284   0   0.95199570720588
285   1   1.15939209767246
286   1   4.14865441489434
287   1   3.35162593783887
288   1   2.6246775532393
289   1   0.424998692886055
290   1   0.842060733017457
291   1   1.17684222606641
292   0   -0.121857905210381
293   0   2.8431078133883
294   1   0.960239552870586
295   0   2.21904560532157
296   0   2.05223262821593
297   1   3.95712917914675
298   1   2.26026905130236
299   0   4.96313846150397
300   1   2.41405542088671
301   0   1.90919603856954
302   0   3.78188852166848
303   1   3.87818899279903
304   0   2.53687894807457
305   0   2.39165061865683
306   1   4.98649458330875
307   0   4.85517488786121
308   0   3.37068464720359
309   1   4.81727898756654
310   1   5.17685924511065
311   1   2.97238588313227
312   0   3.2521765455448
313   0   3.66156642022285
314   1   3.69812705384322
315   1   5.46313333705055
316   1   4.19506175832971
317   1   4.53396840388463
318   1   5.02660263906971
319   1   3.85972661015528
320   1   0.380752077738336
321   0   6.58333406420275
322   0   2.57137384671858
323   1   5.1599860873857
324   0   1.98652164678414
325   0   4.88990452693505
326   1   5.23539995558043
327   1   3.35320381310537
328   0   1.088307739318
329   1   2.57062633897639
330   0   0.57606225358053
331   0   1.5042772687299
332   1   0.747728837879087
333   0   1.25903215657794
334   0   3.37977618670576
335   1   3.23401168774498
336   0   1.98619039667268
337   0   0.55838477899946
338   1   1.88725830693369
339   1   1.43121462259508
340   1   0.89736614386979
341   0   1.00701478933492
342   0   2.98721131822233
343   1   3.33700541199254
344   1   3.10233105727912
345   1   1.86658138489357
346   1   -0.4342219426955
347   1   2.75761885669432
348   1   2.1624278823335
349   1   -0.0934844812946958
350   0   1.4399248166941
351   0   1.51808489630433
352   1   2.16405763153816
353   0   3.50238943504352
354   0   3.83271643445765
355   1   7.02667018249649
356   1   3.1478096346063
357   0   1.51482121137049
358   1   4.28305548783648
359   0   4.75556276998219
360   0   3.02364731908861
361   1   2.96333279197649
362   0   0.9992348813374
363   0   1.58207493713911
364   1   1.03407787992151
365   0   0.479474403267368
366   0   1.30923727159753
367   1   0.444806852853732
368   1   2.27074907980283
369   1   4.14864539754463
370   0   2.52442512634277
371   0   -0.41433457497417
372   1   2.02509179754365
373   1   3.8688554945362
374   1   1.9734317960809
375   1   2.72753668812749
376   1   -0.142119283145154
377   1   -0.82779832440724
378   1   2.97185664547921
379   0   1.48502788089295
380   0   1.66989757298266
381   1   4.13710635599036
382   0   2.08148394554503
383   0   2.81431166265296
384   1   2.17287714237612
385   1   2.07591386853926
386   0   3.9986575275862
387   1   2.42669315082424
388   0   1.80287838063176
389   0   4.59472204818464
390   1   1.54374115731143
391   0   2.33997552938706
392   0   1.6548535572866
393   1   1.42261855956483
394   0   1.43793071121356
395   0   3.28871765277852
396   1   4.58569285479422
397   1   5.46294373396122
398   1   2.88153199545333
399   0   4.75701948869683
400   0   3.72489500382388
401   1   1.76927755637971
402   1   4.05427154743244
403   1   2.93141503445259
404   1   5.06154590969293
405   1   4.33162604554003
406   1   4.90584468637787
407   1   2.71587724729571
408   0   3.59425766668386
409   0   1.2562369360084
410   1   2.56009902192295
411   0   2.7161505218365
412   0   2.24682533056569
413   1   3.10195153103403
414   1   3.74215964433816
415   0   3.95164057487455
416   1   2.9984979349909
417   0   3.34712765319505
418   0   3.25254977871249
419   1   3.16645725647455
420   0   3.75975770325452
421   0   4.18547016669375
422   1   3.94206705988074
423   0   5.10484272277608
424   0   3.47774366265036
425   1   3.75220030126796
426   1   0.770989661130833
427   1   1.62113693735193
428   0   2.06709463565678
429   0   4.82394893826217
430   1   2.92661164813911
431   1   3.65743996731488
432   1   5.51320479560671
433   1   1.52548149161126
434   1   5.62095855795373
435   1   3.85079180504556
436   1   3.28819892201708
437   0   3.53181329496906
438   0   5.18820671861332
439   1   2.58404395416215
440   0   0.919528546586517
441   0   -0.207990356331411
442   1   1.37631259929444
443   1   2.53149828603642
444   0   3.55294503858625
445   1   4.14449103233807
446   0   3.75344595902987
447   0   3.80581982297337
448   1   6.15005293429498
449   0   3.9037512297695
450   0   4.12019727704476
451   1   2.22045932003627
452   0   2.3032218487602
453   0   1.61517112095792
454   1   2.42362701774462
455   1   3.27709982938656
456   1   1.16864606942334
457   0   3.35347201405034
458   0   1.89184583156313
459   1   3.35276915537573
460   1   -0.129616845835148
461   1   1.40197035959237
462   1   3.37809191343804
463   1   2.34003367655971
464   1   2.48758008975329
465   1   4.64979633813528
466   0   1.91885957831038
467   0   1.95640679635912
468   1   4.01816542079045
469   0   4.77419709060076
470   0   4.1100542996197
471   1   4.25330605809888
472   1   4.86680115474716
473   0   4.29928289344929
474   1   4.26455182873641
475   0   2.84123777130886
476   0   5.07965653466135
477   1   2.82020938966005
478   0   6.15400699149556
479   0   2.82772290534373
480   1   3.30300613511809
481   0   0.716507836587765
482   0   2.46135806146376
483   1   -0.429950162849174
484   1   1.61042875704045
485   1   1.33850169420473
486   0   1.48306400378992
487   0   3.66930642287166
488   1   3.28212786645493
489   1   0.66539333614387
490   1   1.60106193847048
491   1   4.90729957721411
492   1   4.15362726919784
493   1   2.53104072333357
494   1   2.52038312406552
495   0   3.05942428127427
496   0   4.34035620064616
497   1   6.43021386602831
498   0   3.38287173532264
499   0   5.30691366078378
500   1   2.47976405448489
501   1   5.62349047629628
502   0   2.26473212730617
503   1   4.62701565194888
504   0   4.93156312118734
505   0   4.70777178362354
506   1   4.05096599849371
507   0   4.64661732442594
508   0   3.69308425882405
509   1   4.56438134003975
510   0   4.37014216064723
511   0   4.28336368734401
512   1   2.05517389480913
513   1   0.850543056146151
514   1   2.2651152850746
515   0   3.23334850267374
516   0   3.80412582167824
517   1   3.04714246483233
518   1   3.07143892711203
519   1   2.37476864963833
520   1   2.93692108988076
521   1   3.2354876683698
522   1   5.02568700830362
523   1   3.18924413551281
524   0   0.606561186534141
525   0   1.67006371659314
526   1   1.17195025300971
527   0   3.30710932901296
528   0   2.90929049522488
529   1   3.98717833416465
530   1   -0.09033527211214
531   0   1.82693715051426
532   1   1.78860273505356
533   0   1.3616553936358
534   0   3.61863939675826
535   1   2.34243915316044
536   0   -0.400201527130291
537   0   0.945863784965928
538   1   0.367216570257346
539   0   2.44025176853131
540   0   -1.00644170007366
541   1   3.78802122721908
542   1   4.56030777773682
543   1   2.76704558013515
544   0   3.43180547519059
545   0   2.51200985188577
546   1   5.78546577212652
547   1   2.56457695172816
548   1   2.54433097789163
549   1   2.43187666458896
550   1   2.10871108237079
551   1   2.09317728489664
552   1   1.13932422813007
553   0   3.46274715426379
554   0   0.672516107194218
555   1   3.71632389609371
556   0   1.89567600001739
557   0   3.57481291247293
558   1   3.98135204513723
559   1   1.82710142655311
560   0   2.42932822340947
561   1   3.3485790519627
562   0   3.24823100075547
563   0   3.21772153958235
564   1   2.93650791011273
565   0   4.71426574183525
566   0   1.45161613000718
567   1   1.18770684428734
568   0   1.87292223794325
569   0   2.43967817634779
570   1   4.73554677044826
571   1   3.48859189627211
572   1   1.37860500662762
573   0   3.06743262095747
574   0   0.727522431779788
575   1   3.8800470971966
576   1   -0.00632315518906257
577   1   1.5674646880722
578   1   0.796587918271569
579   1   2.40726529497276
580   1   3.91515663420512
581   1   2.99395246448296
582   0   3.58667858056381
583   0   0.55758520250001
584   1   1.57127042776516
585   0   0.0920203147211405
586   0   4.00854504429178
587   1   3.9008873777863
588   1   3.68376782129875
589   0   1.47657395832205
590   1   1.3041259165973
591   0   4.00092059231191
592   0   2.87757182547579
593   1   1.40136214081865
594   0   1.27596279688203
595   0   3.42724209771205
596   1   1.78214558703611
597   0   0.267491347794922
598   0   -0.0541235231485899
599   1   -0.121288033057215
600   1   3.29042965773233
