FID     IID     Y.trait
1     116     0.518014184769564
1     117     1.73428787806669
1     118     2.63445024701833
1     119     2.26884175502452
1     120     2.42313023108339
1     121     5.4892797004228
1     122     4.03555842772862
1     123     2.91594747406519
1     124     4.59731755047331
1     125     4.26160520635956
1     126     3.39090385100422
1     127     3.3007890716453
1     128     4.04116229925834
1     129     3.41730807066325
1     130     3.72604005950327
1     131     3.5166647755455
1     132     4.51349640791998
1     133     4.68238814185501
1     134     2.8261006647047
1     135     2.9628264360765
1     136     5.41282070941049
1     137     2.79435932552413
1     138     4.55569561575609
1     139     3.78515041673736
1     140     3.98905468584511
1     141     2.95429894441964
1     142     3.13966739819721
1     143     3.42282707490868
1     144     5.0077487176623
1     145     2.88453531553447
1     146     5.54477663661298
1     147     5.41053720285418
1     148     4.25654776352976
1     149     5.59416376085878
1     150     4.84358313125007
1     151     3.18378544416856
1     152     2.88137830900332
1     153     4.09375247301214
1     154     4.86248883584251
1     155     6.34484755522584
1     156     7.1103551039608
1     157     2.87289810767136
1     158     2.86104549188547
1     159     4.06974516734291
1     160     5.18572394572902
1     161     7.19919169854767
1     162     0.0622426948503643
1     163     8.2657513859378
1     164     2.64752888205538
1     165     6.0354652844195
1     166     3.82640550165572
1     167     4.33642206659657
1     168     4.48173117308413
1     169     3.43218659024726
1     170     5.27380214637499
1     171     6.62811077644999
1     172     1.99710913031777
1     173     2.57981986244996
1     174     2.16513273244351
1     175     2.85802820592041
1     176     3.44805243073197
1     177     5.84821328168502
1     178     4.52792041324397
1     179     4.92778404619884
1     180     2.91953349826649
1     181     2.86790572997804
1     182     1.98070749602655
1     183     3.67765733095932
1     184     1.54163043146601
1     185     2.52547725709314
1     186     0.998973933505684
1     187     0.160392249306157
1     188     4.52527537784704
1     189     4.09706238335825
1     190     6.91990766483972
1     191     6.15574112059797
1     192     5.37537729875518
1     193     3.75082567343139
1     194     4.44517519634169
1     195     7.11976575064888
1     196     4.95485515641759
1     197     4.88274289993576
1     198     4.9632325726254
1     199     5.95640291692649
1     200     2.5873278551667
1     201     3.40293247433014
1     202     2.57087936682285
1     203     4.09117010648558
1     204     5.66687947649315
1     205     2.58787178307829
1     206     3.29943879391476
1     207     4.87144228334047
1     208     4.41502672054077
1     209     3.96895403110762
1     210     2.74923126104003
1     211     6.04919695643279
1     212     3.52006117843891
1     213     4.43835196032776
1     214     2.01652083434823
1     215     3.86125591365018
1     216     2.42200081441813
1     217     1.60595025955268
1     218     3.42325571074767
1     219     4.67358651874829
1     220     3.81912156038036
1     221     2.47740609620224
1     222     4.01331815510168
1     223     2.85462347511625
1     224     3.95307308484291
1     225     1.5696192601988
1     226     5.31446454929622
1     227     6.11112331485491
1     228     5.26776931518394
1     229     4.01480903881049
1     230     3.03648794844528
1     231     2.19133101243403
1     232     2.00266460637173
1     233     2.85326336953367
1     234     4.7975132328234
1     235     0.0864771987916533
1     236     2.44547479496546
1     237     3.58354249763155
1     238     2.67323597123605
1     239     3.63987424294506
1     240     3.34410995964635
1     241     5.96780502105382
1     242     2.96041407655223
1     243     3.99146612796367
1     244     2.67471793335042
1     245     5.18299843766653
1     246     1.59793726133133
1     247     3.15483108211853
1     248     4.16933087235222
1     249     2.19028806703573
1     250     1.41962427660199
1     251     3.35093874008503
1     252     4.76449217826636
1     253     0.559350971525498
1     254     2.09039570686774
1     255     3.43657715909747
1     256     2.089129168239
1     257     3.93667696672087
1     258     2.95360972515338
1     259     3.01838641134096
1     260     3.28285439359655
1     261     1.50036493853295
1     262     1.21975009924906
1     263     4.93990129213458
1     264     2.25059400279409
1     265     7.22310816859021
1     266     3.58903707156844
1     267     2.02485670348486
1     268     3.7021046013044
1     269     3.61337624455281
1     270     5.3242251789976
1     271     4.74348437436976
1     272     1.69160056319252
1     273     4.05971228643555
1     274     3.13477632817052
1     275     2.30459681612669
1     276     4.18071038835461
1     277     4.7821498450676
1     278     3.60587187078361
1     279     2.86313239838453
1     280     2.9008215834449
1     281     4.60108945606971
1     282     3.62508098102661
1     283     6.61755656869812
1     284     3.48883000728706
1     285     7.1093474565658
1     286     4.26168000993983
1     287     2.376784800891
1     288     2.19498306623099
1     289     2.44956318309447
1     290     5.4517649900273
1     291     2.85369603359517
1     292     1.61523891199345
1     293     3.22217483054078
1     294     2.85616201615026
1     295     3.92568468648725
1     296     4.9421199367051
1     297     3.44932273467336
1     298     4.16093144113312
1     299     4.41958838797494
1     300     4.50096859955446
1     301     3.05572109846139
1     302     2.73887508653051
1     303     3.01824407700454
1     304     2.38650931072022
1     305     3.83608431885879
1     306     5.48766814038362
1     307     4.31591724896075
1     308     3.02534807757272
1     309     3.86877805504958
1     310     3.39102418494195
1     311     3.35628943830582
1     312     5.35246605186018
1     313     6.67822375634143
1     314     2.38774602426645
1     315     3.06636730002414
1     316     5.1168216715255
1     317     3.22840586799018
1     318     7.37383341676876
1     319     4.40695471387955
1     320     2.6241816323478
1     321     2.45550898297105
1     322     3.68290826344227
1     323     3.56759095685728
1     324     3.61807349760903
1     325     4.82260163796945
1     326     6.81954790469262
1     327     5.05583534402689
1     328     5.07968298913142
1     329     4.46796741641629
1     330     5.30727936187063
1     331     1.25459306898499
1     332     0.848896858646877
1     333     1.29195863559461
1     334     5.28129296626216
1     335     4.90926177764646
1     336     0.715788457141158
1     337     3.53795818473749
1     338     4.84601144159896
1     339     3.51628435366109
1     340     3.87357737595359
1     341     3.54629028255974
1     342     1.30420321438709
1     343     3.18013396701029
1     344     4.97681109081969
1     345     0.61840634954677
1     346     6.00044340339405
1     347     3.81153198270353
1     348     4.01235589767215
1     349     0.663400794908662
1     350     3.2889730857675
1     351     3.9567828987508
1     352     2.54756903517229
1     353     2.11648376915846
1     354     4.10327721907161
1     355     4.07555832634878
1     356     3.34486720369428
1     357     2.4915689052825
1     358     4.00119296167238
1     359     2.70104501903418
1     360     4.25206914762656
1     361     4.84163189774676
1     362     2.97066193563895
1     363     3.62437510873806
1     364     1.56524664478352
1     365     5.44570397869451
1     366     3.80191130243557
1     367     5.58119208016399
1     368     5.49038531318688
1     369     7.50153345930562
1     370     5.11956051996564
1     371     4.05759992519032
1     372     4.92830935897041
1     373     3.63925035877001
1     374     5.49536557813118
1     375     3.08547410925512
1     376     3.53967028415453
1     377     5.08920478279527
1     378     5.3997306799073
1     379     2.15500739303976
1     380     6.07835452918728
1     381     6.71325812745448
1     382     5.62817855629203
1     383     5.14151550039118
1     384     6.49065676072713
1     385     4.66543654881935
1     386     3.65431702810673
1     387     4.97336952926088
1     388     3.65771795225162
1     389     3.56455134456194
1     390     6.95908233964114
1     391     5.02734246386648
1     392     3.61303837065254
1     393     4.82151919121382
1     394     3.56933311079483
1     395     2.12678820136892
1     396     1.10188648757396
1     397     3.35884947164029
1     398     3.28975229251316
1     399     6.03670782794185
1     400     4.68280292997671
1     401     1.534534391667
1     402     2.47168472647809
1     403     4.17143497034321
1     404     1.34603458163448
1     405     4.72332056414279
1     406     4.25948261785863
1     407     3.8048994752221
1     408     4.2033854377328
1     409     3.82764466575328
1     410     3.72006881737136
1     411     4.72617579783302
1     412     3.47006304287403
1     413     5.73832686897632
1     414     4.8995446404491
1     415     3.99602533443695
1     416     4.30216126763887
1     417     3.8963685377571
1     418     4.4311947733146
1     419     4.06719248110203
1     420     4.61148327683999
1     421     4.51499832110812
1     422     1.58488420827708
1     423     2.59056008724227
1     424     2.06710690919118
1     425     4.32291564146462
1     426     2.40002226182762
1     427     5.04475042878497
1     428     2.52237088664557
1     429     2.83571598778451
1     430     2.45211890193833
1     431     0.541912988667806
1     432     3.51624114443278
1     433     2.40373242373717
1     434     4.60479842542557
1     435     4.71597419817466
1     436     2.74050168442171
1     437     3.70810500801178
1     438     4.83573801868947
1     439     1.83111528618016
1     440     1.86952018077399
1     441     0.571953596821854
1     442     0.601481364595009
1     443     3.39885372981395
1     444     3.41910103539155
1     445     1.70510038028157
1     446     1.70560724696348
1     447     3.76413930277606
1     448     6.47590271853824
1     449     3.3832438138274
1     450     4.71465605285386
1     451     3.81165453286244
1     452     4.91399448565714
1     453     4.66127170356112
1     454     3.84920504665186
1     455     0.70028797221789
1     456     0.92865432143209
1     457     1.54505922198559
1     458     3.53536854735147
1     459     2.09686364209229
1     460     0.562089369561134
1     461     1.23172507784102
1     462     6.31876470343991
1     463     9.58690135672294
1     464     5.02532132726824
1     465     6.0164019628676
1     466     2.05654937103377
1     467     4.12038921390042
1     468     2.04024967472349
1     469     5.29682306835702
1     470     -1.51995273483567
1     471     3.22037442401292
1     472     5.48246098894365
1     473     6.17857826293399
1     474     3.58921348607147
1     475     5.05336621348383
1     476     3.77277631769531
1     477     3.09743475795513
1     478     0.416943976240293
1     479     6.08873490717534
1     480     1.54067234437548
1     481     4.83662912664014
1     482     4.94675434630067
1     483     3.00700651811868
1     484     5.29567149541006
1     485     -0.228414133701377
1     486     3.96617679193641
1     487     1.48261682816016
1     488     2.26118624932156
1     489     5.29152833435368
1     490     4.33927404334655
1     491     4.41303217458653
1     492     4.1390538076798
1     493     4.297228185495
1     494     3.56765173091313
1     495     6.52355720748852
1     496     4.72199289863936
1     497     6.71875136351095
1     498     3.50735858856289
1     499     1.4072718726802
1     500     2.9310297729494
1     501     5.38047204462283
1     502     2.15317622462317
1     503     6.34456736699731
1     504     3.34985555336341
1     505     4.59412177080365
1     506     3.58778024649322
1     507     2.87140093380246
1     508     2.98811298643044
1     509     2.0083561976677
1     510     5.48545727922031
1     511     7.09458980632111
1     512     -0.29741340843219
1     513     2.61577025830958
1     514     2.33537355367849
1     515     2.23143076997314
1     516     1.70387057845202
1     517     5.27764979774152
1     518     1.84419087240753
1     519     3.30687406346482
1     520     1.99113798741546
1     521     0.396501773508001
1     522     2.75235787511941
1     523     3.50735905507026
1     524     2.91133291383732
1     525     1.58822296940584
1     526     5.30539139701188
1     527     2.08632803682039
1     528     2.80544235522711
1     529     4.33582839494439
1     530     3.90572466101573
1     531     5.53029124117538
1     532     4.24790033019226
1     533     3.54499904511439
1     534     4.79607143167571
1     535     3.10640660172326
1     536     6.17200225574195
1     537     5.13079536885157
1     538     2.94651424023151
1     539     3.91049828755981
1     540     5.35241137762716
1     541     4.92350167054408
1     542     5.11464386119786
1     543     4.87543712315567
1     544     3.75908850829287
1     545     3.06114823230735
1     546     1.31857188085762
1     547     2.88413615378822
1     548     3.41107290206391
1     549     3.20490117550258
1     550     2.08374844912833
1     551     5.38127373550347
1     552     6.06252897087672
1     553     2.97731870546345
1     554     4.68523212011478
1     555     5.38166588932658
1     556     2.70648444759872
1     557     1.74287021574108
1     558     1.21402748454214
1     559     3.57406568092828
1     560     2.9191865415428
1     561     1.85612942616445
1     562     5.85062555889722
1     563     4.13369705645943
1     564     3.80969749801049
1     565     5.27727905131015
1     566     3.78870961150446
1     567     7.08296650410696
1     568     4.07532161873066
1     569     4.16160403830717
1     570     3.04451628962934
1     571     2.82434682292317
1     572     3.21701944380202
1     573     1.66251746035656
1     574     4.23959578636461
1     575     1.69449476073392
1     576     4.08390117270221
1     577     3.18716338617895
1     578     4.2225480636839
1     579     3.34167745181703
1     580     1.33289606544409
1     581     3.747719888945
1     582     5.04748965750516
1     583     3.23287339734139
1     584     2.16915255953599
1     585     4.22409206318887
1     586     2.04090056765832
1     587     3.64513548709042
1     588     4.91684491732661
1     589     7.84270783857468
1     590     3.70269502611131
1     591     4.95195122690455
1     592     2.81900774961897
1     593     2.82485912798393
1     594     1.90144361141039
1     595     2.94369438298407
1     596     3.30790905088685
1     597     2.07592925022162
1     598     3.66662676603118
1     599     4.52038804423641
1     600     2.85875226566765
